Gene,E1.1,E1.2,E1.3,E18.1,E18.2,E18.3,E30.1,E30.2,E30.3
FAM189A1,54.046436,57.862961,56.866695,46.677094,53.403988,52.979431,57.699108,59.768753,58.869598
BMP6,0,0,0,0,0,0,0.012337,0,0
PIGY,0,0,0,0,0,0,0,0,0
KIF21A,4.637258,4.590747,5.319724,4.961714,4.747306,5.355422,7.49778,7.609752,7.555734
PSMC5,39.188351,37.566444,27.594326,26.019627,43.158386,23.820595,59.321911,33.413994,38.031116
ZWINT,0.242298,0.034089,0.019558,0.025104,0.011458,0.034447,0.014508,0.011637,0.003367
C1QL2,1.200229,0.564344,0.555211,0.74078,0.679051,0.604804,0.86382,0.75901,0.929817
RPL28,24.783842,27.250248,25.429943,22.314821,25.045393,24.5781,29.258188,25.215017,26.8246
SPSB1,0.148686,0.129035,0.118026,0.137429,0.207629,0.268685,0.675893,0.412227,0.39061
GKN1,1.424669,1.197949,1.146364,0.771783,0.978582,0.894945,0.648773,0.933584,0.696082
ZFAND5,17.42861,15.166336,16.948038,17.823971,18.351021,17.965162,19.210188,17.100201,21.525782
TANC1,0,0,0,0,0,0.023657,0,0,0
RNF2,0,0,0,0,0,0,0,0,0
CHD5,5.470189,5.417391,5.157908,6.101042,6.517896,6.764061,5.571221,6.554764,6.41961
SOSTDC1,0,0.009803,0.007886,0,0.025957,0.052188,0,0.001805,0
NUP43,0,0,0,0,0,0,0,0,0
EIF2A,2.819702,3.279589,3.741721,2.083417,2.623032,4.140596,4.851318,4.557998,5.627107
RPTN,71.530823,67.351547,62.627342,60.907188,83.931908,77.812988,80.953926,76.274063,92.463585
DUSP1,0,0,0,0,0,0,0,0,0
ZNF250,8.624988,8.36342,6.687364,5.317282,6.548434,6.693878,7.720147,7.153148,6.319615
CCDC90B,0.874219,0.575612,0.222528,0.18006,0.403846,0.373438,0.425657,0.512177,0.321572
SLFN11,1.188906,1.63985,1.380582,1.44506,0.913742,1.410812,2.716145,1.615221,1.270573
SNORA25,0.072918,0,0.069685,0,0,0,0,0,0
PDZD11,0,0,0,0,0,0,0,0,0
ZNF490,41.14418,29.303938,32.934906,26.531967,29.155426,25.206526,28.201313,26.187048,24.563324
HAP1,0.963813,1.271379,1.131026,0.579757,1.172364,1.370531,1.88761,1.182354,2.129115
SNORD103C,2.145382,2.336675,2.852307,1.87983,3.503595,2.781109,2.510501,2.577531,3.728648
BCDIN3D,0.189736,0.188418,0.108098,0.200518,0.15448,0.220919,0.308832,0.29635,0.08374
TNKS1BP1,0.160761,0.22488,0.144044,0.235736,0.227136,0.269882,0.267488,0.387098,0.265505
ISCA1,0.153341,0,0.0142,0.062711,0.07215,0,0.256002,0.082331,0.376775
P2RY1,1.962803,0.488433,1.654484,2.15424,1.510927,3.735732,1.40076,1.791299,2.189164
SNN,0.055475,0.086728,0.042387,0.070965,0.044194,0.035884,0.051155,0.044256,0.064849
GSAP,25.212641,13.92562,21.618446,19.585995,22.507435,13.191785,18.253258,20.880053,21.764589
SHC3,6.080583,5.908273,5.768167,6.667113,6.975334,6.185319,9.119601,8.475426,6.691253
FUS,1.48743,1.28442,1.317876,2.522616,2.656454,2.236552,2.306177,2.28344,2.240336
MORF4L2-AS1,0,0,0,0,0,0.047256,0,0,0
FCAR,0,0,0,0,0,0.017405,0,0,0
FAM149A,2.140315,2.309236,2.689679,2.782553,3.863087,3.170421,3.240484,3.365596,2.697993
HSD17B4,0,0,0,0,0,0,0,0,0
ZNF367,0.946493,1.248321,0.597993,0.772258,0.884846,1.043066,0.848052,0.846072,1.066438
LOC101929622,9.119177,8.269376,7.838871,6.880872,8.198929,5.500254,6.588336,7.682325,6.761808
SPDYE3,0.758716,0.784653,0.684179,0.514432,0.813822,0.607708,1.166761,1.181143,0.734706
ANGPTL7,3.957791,3.075347,2.965775,1.574859,1.881825,1.99181,1.43469,1.239052,1.174476
SLC4A11,0.125632,0.121875,0.113772,0.138945,0.017501,0.031732,0.09923,0.035063,0.081196
POMZP3,0.004143,0,0,0,0,0,0,0,0
MYD88,0,0,0,0,0,0,0,0,0.033442
USP7,0,0,0,0,0,0,0.084374,0,0
TUBGCP6,11.565032,11.809424,11.500474,12.806838,12.368446,13.061074,10.619901,10.951082,10.932139
NXN,0.009607,0.008932,0.010017,0.008478,0.007221,0.003492,0.005722,0.007483,0.006045
DEFB107A,1.910538,0.95567,1.063772,0.757519,1.031407,0.799436,1.610174,1.370944,1.083387
KPNB1,7.097162,8.28873,7.190873,8.900004,10.867084,8.800179,8.079242,10.077657,6.851639
PLD1,18.521551,18.747116,17.375534,14.788645,15.033589,15.646023,34.559864,14.390381,14.174373
TBL3,0,0,0,0,0,0,0,0,0
TSPAN3,0,0,0,0,0,0,0,0,0
MLLT10,0.218868,0.316878,0.5227,0.359443,0.296165,0.318127,0.446573,0.336396,0.320847
EDN1,123.538383,86.835396,106.411232,72.469757,20.099083,87.085258,128.286591,20.349207,13.221026
TERF2IP,4.000844,2.701792,2.466534,3.81302,3.644322,3.802915,8.41585,7.567647,8.208265
FAM180B,2.780136,1.90872,1.472181,3.126491,2.250921,1.667606,1.228468,2.324617,1.76972
WDR6,0,0,0,0,0,0,0,0,0
HPDL,7.316941,7.28797,8.28185,7.829875,7.044875,6.675756,7.093603,7.963535,11.002739
GGA2,0,0,0,0,0,0,0,0,0
ACAD11,0.287848,0.539652,0.158591,0.203772,0.396998,0.347088,0.289781,0.360147,0.298265
NDUFA10,15.660725,13.080632,15.309359,12.185354,5.711892,9.526328,11.092082,12.596518,9.779424
SCARNA15,14.077427,13.495195,13.08164,14.717752,15.947412,17.159069,19.338543,17.332294,18.837221
CEP68,0,0,0,0,0,0,0,0,0
C16orf62,0,0,0.01495,0,0,0,0,0,0
SNCG,0,0,0,0,0,0,0,0,0
PITPNB,0,0,0,0,0,0,0,0,0
TAS2R16,3.251992,3.603298,2.368985,5.276946,5.417991,4.896029,5.187243,5.527166,4.619996
PLEKHA3,5.939144,6.981553,7.335557,6.24152,6.416042,5.197277,5.178746,5.861255,5.110624
RASGRF1,0.242158,0.030631,0.095875,0.094096,0.172827,0.211552,0.141814,0.385997,0.42795
DNAAF1,0.376717,0.490817,0.457792,0.546508,0.494486,0.60575,0.441956,0.454268,0.510029
SIT1,0,0,0,0,0,0,0,0,0
CPOX,0.015898,0.062497,0.107033,0,0.140322,0.03848,0,0.025649,0
SNORD114-3,21.474846,19.860226,20.556135,16.103052,15.081089,15.614253,12.22789,12.684118,13.509779
DIO3,0,0,0,0,0,0,0,0,0
HAND2-AS1,20.85273,20.19294,11.506075,19.009598,19.808849,19.86661,9.745461,9.127079,17.357361
ACTC1,0,0,0,0,0,0,0,0,0
RAB40C,116.327232,106.833969,111.143074,123.867577,126.663834,132.717819,98.838623,94.880783,90.521233
MIR548F1,0,0,0,0,0,0,0,0,0
GPR151,0,0,0,0,0,0,0,0,0
CRABP1,0,0,0,0,0,0,0,0,0
CHMP4A,0.13847,0,0,0,0.053398,0,0,0,0
FETUB,0.542107,0.867298,0.098391,0.556172,0.008092,0.070199,0.534964,0.715541,0.902903
RPL3,0.479477,0.466111,0.255304,0.734042,0.474115,0.169548,0.242846,0.288122,0.283053
CCDC114,2.431596,2.18553,2.755163,3.590658,2.370903,1.065962,0.21872,2.235355,0.140517
LOC100130417,75.37291,73.065331,69.262032,57.922245,61.969143,66.581772,67.895348,68.727112,63.201347
FZD9,0.932956,0.934271,0.872538,0.650202,0.877188,0.740902,0.18209,0.392621,0.46023
NRSN2,0,0,0,0,0.002155,0,0,0,0
KCND1,0,0,0,0,0,0,0,0,0
SNORD67,0,0,0,0,0,0,0,0,0
DHCR24,0.005358,0.005398,0.006022,0.002446,0.005118,0.005579,0.00506,0.002824,0.007318
EMILIN3,0.026997,0,0.02695,0,0,0,0,0,0
ELAC1,0.187954,0.21279,0.157032,0.33783,0.303828,0.21457,0.275216,0.514542,0.336113
CD38,0.000005,0,0.000002,0,0.072159,0.000012,0.00001,0,0
ZNF317,0,0,0,0,0.047441,0,0,0,0
RRBP1,0.065329,0.152097,0.047458,0.030789,0.151565,0.078189,0.31643,0.107947,0.054132
FKBP5,0.057606,0.053536,0.064794,0.100067,0.069617,0.05366,0.082355,0.082345,0.085739
NCL,6.241854,7.477157,6.961953,7.135652,7.593992,7.648594,8.662919,7.7462,9.248821
MNAT1,2.232915,1.943,2.204679,3.569128,3.667197,2.709609,2.206018,1.976795,1.958009
AIF1L,0,0,0.057084,0,0,0,0,0,0
TLR4,0.102733,0.428467,0.314398,0.153174,0.082158,0.140537,0.228276,0.37343,0.130063
PCDHGA7,0,0,0,0,0,0,0,0,0
ARHGAP4,7.877384,7.250576,7.322735,8.429507,9.888238,9.749232,11.211814,11.874157,12.279313
PDE4B,48.94725,41.313503,36.31562,50.209679,50.550617,49.914757,45.814949,47.555016,53.328793
ARHGEF4,1.823836,1.68679,1.449336,4.0797,4.917357,5.199133,4.432428,3.663791,4.347276
ZNF177,0.026778,0,0,0,0,0,0,0,0
PMEPA1,20.288734,20.129536,16.670341,25.051807,16.443739,19.718504,22.155317,17.274944,25.491461
TBK1,73.405991,79.962097,77.181396,68.752701,78.6483,75.997795,76.812492,77.858902,74.50312
LRP3,0.150288,0.31693,0.278142,0.226552,0.33076,0.450364,0.137502,0.256914,0.248934
HRAT56,22.298523,20.921873,22.269049,21.51716,25.121372,24.0063,24.114712,20.51918,18.72607
OR10J1,2.893757,3.308492,2.406343,2.725223,2.72182,2.538388,3.157081,3.745505,2.796874
LINC01548,0,0,0,0,0,0,0,0,0
PSG2,0,0,0,0,0,0,0.033385,0,0.051928
GAS2L1P2,7.218622,8.936731,6.288142,7.965909,7.972225,6.85898,6.136717,4.455922,5.325952
CACNB2,10.98943,11.49189,10.721677,10.638532,10.923478,13.800335,13.233006,14.130802,17.144871
NOVA1,0,0.001491,0,0,0,0,0,0,0.003569
SPDYC,0.126696,0.063248,0.722406,0.174286,0.056921,0.21416,0.283326,0.428286,0.142398
MKL2,0.452289,0.607082,0.472477,0.710823,0.541241,0.815601,0.771698,0.528411,0.69954
MIR1228,0,0,0,0,0,0,0.279727,0,0.1799
CORO1C,36.750378,34.213734,30.366848,24.832968,30.515133,29.222811,28.770668,26.639727,23.143614
TSPY4,0,0.065671,0,0,0.045306,0,0,0.01199,0
PRMT3,9.179749,8.490831,10.011347,8.764663,9.265089,8.340626,8.804697,9.363403,8.064052
AP4M1,0,0,0.023294,0,0.052441,0.001523,0.080282,0,0
SLC24A4,62.495296,59.186291,59.083347,50.469135,50.670368,49.989727,47.117004,46.211258,33.627357
KCNK2,1.244125,1.09555,1.158718,1.240509,1.381488,1.107797,1.14477,1.347938,1.604355
BRE,0.037669,0,0.013701,0.009946,0,0,0,0,0
FAM71B,0.043978,0.061393,0.053943,0.055835,0.048971,0.020463,0.088369,0.067007,0.118002
LRRC75B,8.098911,5.29211,5.223051,2.995432,3.81871,2.918345,3.499233,6.02657,3.142947
RNPEP,0,0,0.041753,0,0,0,0,0,0
ACO1,0.189147,0.216295,0.185772,0.236223,0.214132,0.322176,0.255456,0.245394,0.216356
DHRSX,0,0,0,0,0,0,0,0,0
TPD52,0,0,0,0,0,0,0,0,0
RAB27B,0.307273,0.26286,0.20683,0.279262,0.324407,0.580832,0.537215,0.584261,0.447121
LINC01300,5.909836,7.035439,7.522682,7.688554,6.598821,9.51521,5.204013,6.623385,5.508585
APOL2,12.958549,18.698597,16.290228,13.432043,11.567506,16.797472,12.943669,13.012482,12.407471
KIAA1147,0,0,0,0,0,0,0,0,0
RNF138,0,0,0,0,0,0.009431,0,0,0
ALOX12,0,0,0,0,0,0,0,0,0
FOXD2,10.914872,12.217071,10.949832,9.375502,14.067247,12.602925,12.466796,12.198761,12.317596
KCNV1,0.034448,0,0.04281,0.010225,0.030988,0.012553,0.037738,0.099772,0.049389
LEPROT,7.452907,10.822408,7.897263,9.814475,9.814659,11.318288,9.617019,12.219584,11.038107
TRIM49D1,107.961456,100.770264,107.610664,111.717735,123.38739,112.691628,116.585579,111.885063,122.446129
ZNF606,0.032283,0,0.026343,0.008413,0,0.021598,0.027456,0.026951,0
VPS4B,5.511138,6.80972,11.119031,13.082518,15.418421,9.590661,8.325184,8.723253,7.285648
NEUROG2,12.527379,8.407782,7.502957,8.201284,8.979917,6.187648,6.953428,4.911052,5.476143
PIGS,0,0,0,0,0,0,0,0,0
TMEM44,0,0,0,0,0,0,0.005138,0,0
CXCR4,0.162323,0.038696,0.055352,0,0,0.037548,0.359182,0.14168,0.117031
NAT14,0,0,0,0,0,0,0,0,0
SDHAP2,3.469871,3.65209,2.738871,5.955758,3.758639,4.497235,2.69088,2.385702,2.523853
PARP4,9.379277,10.613467,10.23613,9.951587,6.158202,7.29781,5.933259,9.63736,4.959134
FAM86C1,0.277826,0.327651,0.254797,0.301397,0.378546,0.307746,0.360371,0.486728,0.397745
MRPS21,3.334723,3.436723,2.54274,4.446809,3.46872,3.934804,3.746178,3.931296,3.88939
ZNF346,0,0,0,0,0,0,0,0,0
ATP6V0A4,6.381934,6.61761,6.787693,6.875892,6.850856,6.212691,6.085935,5.151973,6.193009
CHORDC1,10.500447,10.240079,8.448023,7.486503,10.7943,12.32027,11.903152,11.989756,10.058906
FCHO2,0.079157,0.096227,0.078111,0.096406,0.102394,0.096445,0.333096,0.120042,0.111403
PRKCDBP,0,0,0,0,0,0,0,0.02985,0
GRIA2,14.673273,12.018693,13.77776,16.286245,13.352615,15.931884,15.816031,15.449781,15.067804
TRIM21,0.077355,0.11974,0.16196,0.077839,0.169261,0.35014,0.388272,0.215035,0.157596
TP63,0,0,0,0,0,0,0,0,0
MCM3,0.0175,0.024143,0.014693,0.024192,0,0,0,0,0.111677
ONECUT1,0,0,0,0,0,0,0,0,0
SAFB2,0,0,0,0,0,0,0,0,0
CLCN1,0.213425,0.352469,0.413435,0.426393,0.184977,0.309519,0.396958,0.276404,0.335925
LRRC18,0,0.013147,0.012551,0.021704,0.011916,0.011979,0,0.010755,0
SNORD38A,52.462418,49.98933,47.3927,44.670795,49.678112,51.951157,37.66172,49.17231,45.957413
SKINT1L,1.563448,1.556905,1.232115,2.92776,3.032928,2.378651,2.688498,2.563914,2.181837
HOXC4,0.008012,0.008493,0,0,0.003452,0,0,0,0
TRIM2,0.219236,0.219781,0.164191,0.15355,0.164819,0.112268,0.07308,0.141562,0.117855
WNT2,0.147589,0.267519,0.440495,0.195212,0.49784,0.987605,0.115445,0.125182,0.159543
ZNF233,0.04511,0.028502,0.04534,0.280765,0.124142,0.169857,0.07491,0.207084,0.056639
VSTM2L,24.368746,24.132139,33.562016,39.827507,33.187744,29.724644,11.837729,12.074537,11.406897
MYO1B,0.144369,0.095157,0.013051,0.055172,0.013329,0.109977,0.006674,0.102984,0.026816
CYP27C1,1.988488,1.873101,1.872153,1.816368,2.106055,2.200799,1.960701,1.974308,2.094658
LRRC20,33.406338,31.399899,30.083914,29.828638,30.95842,30.673086,30.503765,28.202286,30.225325
VCAM1,0,0.000095,0.002218,0,0,0.010265,0,0.00204,0.003029
TEX33,1.356596,1.590728,1.302984,1.684964,2.052166,1.847003,2.212435,2.177607,2.09766
ZNF821,0,0,0,0.000683,0.013271,0,0,0,0
FLRT1,16.386791,22.722422,16.828236,13.565269,12.159636,13.285305,11.191147,11.029453,9.895207
SERF2,7.009453,7.095049,7.612381,8.43878,7.927025,8.389586,7.517207,7.244465,7.502698
MAP3K13,0,0,0,0,0,0,0,0,0
ANAPC5,0.056699,0.102445,0.037242,0.012114,0.03049,0.04046,0.041807,0,0
CXXC4,0,0,0,0,0,0,0,0,0
GSTP1,0,0,0,0,0,0,0,0,0
NUCB1,0.008039,0.050086,0.087487,0.02836,0.07269,0,0,0,0
ENO1,0,0,0,0,0,0,0,0,0
CTRB2,13.871027,15.257627,16.148788,17.363871,18.416039,16.589005,16.730923,16.688408,14.484173
ST3GAL5,5.384205,4.790262,5.438764,4.22893,3.652317,3.852945,2.898437,2.952641,3.240361
MFHAS1,3.833287,4.034645,6.126972,5.558293,5.861765,5.106711,4.02354,5.507185,5.950891
OR14A16,12.179413,12.605735,11.492645,9.975466,10.26089,10.956216,12.648181,10.371552,12.293818
TARP,17.45945,23.243013,17.618399,16.276924,21.469584,18.551132,24.499474,24.846655,24.579739
RPL4,0.060103,0,0,0,0.030957,0.011467,0,0,0.011883
NLRP2,0,0,0,0,0,0,0,0,0
ZNF17,12.001253,24.288544,12.240184,17.581244,20.493361,19.392267,27.266108,19.154552,14.515718
SLC45A3,0.207638,0.404139,0.191875,0.17358,0.127265,0.105841,0.162076,0.038543,0.122137
MIR548K,3.828333,3.46493,3.885902,2.727766,2.88974,2.977258,2.407102,2.521327,2.4191
MIR618,6.967573,7.617732,5.969842,5.035879,7.017452,7.521983,9.040184,8.305915,8.94451
FAM221A,0.516377,2.160903,0.481835,0.942235,1.272652,0.718341,1.566976,4.983923,1.232344
DCAF12L1,5.05549,4.442284,5.26824,4.83142,5.36825,5.988635,5.220756,5.037632,4.260479
CHTF18,0,0,0,0,0,0,0,0,0
NOC2LP2,6.362447,3.314975,3.669082,4.893597,6.002849,5.202134,3.340935,6.194774,4.50155
TMEM214,0,0,0,0,0,0,0,0,0
FAM132A,0.057835,0.096602,0.144342,0.034626,0.097646,0.061895,0.03958,0.026324,0.014168
BLVRA,13.829421,4.885414,18.344584,46.099491,32.071903,35.251713,42.967205,46.82674,45.068508
KLF2,0,0,0,0,0,0,0.007274,0,0
ZNF184,0.129334,0.072901,0.129321,0.227264,0.206305,0.15135,0.22182,0.166252,0.191355
LINC01139,0.177879,0.18805,0.134246,0.167112,0.335924,0.141567,47.148861,0.107106,0.095708
EDNRB,0.083114,0.019693,0.219435,0.056449,0.074055,0.06749,0,0.033552,0.097094
ETV6,1.496141,0.299748,0.274321,0.447594,2.818045,2.406269,2.851161,2.447929,2.311872
ITIH3,0,0,0,0.045031,0,0,0,0,0
RTCB,0,0,0,0,0,0,0,0,0
VSTM5,0,0,0,0,0,0,0,0,0
BLOC1S2,6.774399,5.01436,5.275344,4.879677,5.893752,7.722036,5.625159,3.128765,4.805374
MIR606,0,0,0,0,0,0,0,0,0
NEURL2,0.218888,0.197634,0,0,0.147454,0.044619,0,0.178787,0
MS4A6A,5.294443,5.467031,9.266294,7.245256,5.81035,5.26298,2.49325,2.827632,1.442234
NDUFAF5,20.079596,12.21804,22.492432,12.916219,13.338161,12.978012,12.190903,20.827477,12.498601
VAC14,3.574538,4.031751,3.415008,2.569185,8.308784,6.204485,5.397783,2.300408,3.527439
KLK3,4.172499,4.867365,4.621852,5.339376,4.778883,4.867282,4.56094,3.806055,3.981201
XRRA1,150.248016,156.640182,160.256683,152.373932,170.802826,166.721069,167.977112,133.911179,150.202515
ABCA2,0,0,0,0,0,0,0,0,0
MIR620,5.358981,4.629512,3.778705,5.379895,5.452063,7.14379,8.343993,5.391928,5.693838
SCN1A,0,0.014206,0.013288,0,0,0,0,0,0
CLN6,0.021322,0,0.039792,0,0.042728,0.041665,0.01711,0.005804,0
ZDHHC3,0,0,0,0,0,0,0,0,0
SGMS1,0,0,0,0,0,0,0.036661,0,0
SAE1,0,0,0,0,0,0,0,0,0
HNRNPA1P10,0.043561,0.047057,0,0.015606,0.081007,0.01633,0.016706,0.061228,0.019683
FILIP1,0.09443,0,0.045122,0,0.017686,0.060123,0.008287,0.001647,0
ROBO3,0,0.082539,0.075149,0,0.051209,0.092667,0.024587,0.080475,0.084363
RPSAP9,0,0,0,0,0,0,0,0,0
HLA-G,12.848392,8.778753,11.773714,14.708618,14.727576,16.668486,12.884665,13.052295,8.25423
STAG3,0,0,0,0,0,0,0,0,0
VPS52,0,0,0.342826,0,0.085091,0.056188,0,0.286137,0.036171
MMP10,0.102259,0,0,0,0.02579,0,0,0,0
TMEM135,85.604454,63.495373,86.523308,50.823624,74.378326,48.557873,74.492096,43.332493,70.365662
WI2-2373I1.2,6.459016,6.753018,6.173735,5.515163,6.179073,6.514428,6.571959,5.485851,6.499608
COA4,19.214167,19.810762,19.969631,22.751255,25.060408,24.419811,23.759502,23.643597,25.070826
CXorf49,0.024956,0.023676,0.012333,0.022693,0.003864,0.007459,0.029344,0.006084,0
SLC6A12,2.558316,2.5184,2.1951,1.921639,2.613648,2.431396,2.684672,2.798661,2.851857
TPTE2P3,0.034279,0.109398,0.025893,0.008099,0.04161,0.007404,0.015319,0.064851,0.042846
MAPK4,4.214863,3.271396,3.315596,4.597581,4.597679,3.199772,5.110212,4.301361,3.982464
HIST1H4K,0,0,0,0,0,0,0,0,0
CYP4F8,0,0.037705,0,0,0,0,0,0,0
PTDSS1,0.094761,0.244874,0.144002,0.028963,0.15085,0.104505,0.17235,0.081381,0.067136
SAPCD1,19.318972,19.066154,16.90159,17.43227,18.255848,18.804951,18.011648,16.425093,22.325558
NAA38,0.086504,0.015408,0.066496,0.020695,0,0.144832,0.01349,0.031795,0
CBX6,7.045681,6.77374,7.036022,6.948773,8.359873,8.157093,8.667185,7.991966,9.572341
ETFB,5.29089,5.20187,5.073454,5.061728,5.800672,6.16408,6.223215,5.305814,5.727097
LOC388813,6.668516,7.622875,6.819497,7.392699,6.401623,6.939598,8.727557,8.7981,8.457093
CDKN2A,4.419756,4.744943,4.74832,4.315767,5.217135,4.40567,3.708483,3.274203,3.816303
CD81,0,0,0,0,0,0,0,0,0
PUDP,4.194185,4.891578,4.801753,3.928232,6.297812,5.463374,5.269996,3.163373,5.295867
ZNF354A,0,0,0,0,0,0,0,0,0
PEX14,0,0,0,0,0,0,0,0,0
ZSCAN22,0,0,0,0,0,0,0,0,0
TTTY17C,5.510969,5.64579,5.344054,5.310984,5.679985,6.25136,9.532038,8.267641,9.857818
DCPS,0,0,0,0,0,0.028085,0,0,0
CLEC6A,0.111355,0.177787,0.198325,0.199602,0.27432,0.282782,0.12121,0.340655,0.204484
POTEE,0,0,0,0,0,0,0,0,0
WIPI2,0,0,0,0,0,0,0,0,0
RAD52,11.52756,10.446563,11.773609,10.884242,12.215621,12.210938,11.880989,11.167189,12.355595
LGR6,0.091618,0,0.207668,0.029747,0.019779,0,0.062395,0,0
IBA57,0,0,0,0,0,0,0,0,0
CALM3,2.187029,1.287494,1.152717,1.132568,2.918957,2.126674,1.722929,2.070238,1.925628
SRSF9,0,0,0,0,0,0,0,0,0
S100A7,0,0,0,0,0,0,0,0,0
TMEM47,22.299139,20.566288,25.038555,30.273014,26.706839,22.226217,17.748259,18.406879,18.645456
CLRN1,0,0,0,0,0,0,0,0.051006,0.000012
LOC100133920,0.587699,0.464989,0.41654,0.555814,0.610423,0.633408,0.747632,0.664522,0.800202
SNRPF,2.778653,2.919375,3.846899,4.387103,4.228552,3.804996,3.401155,4.332566,4.978497
ZNF79,0,0,0,0,0,0,0,0,0
LINC01119,7.557473,6.034395,6.440076,7.056977,8.166798,6.628415,6.844182,7.519928,9.125425
NINJ2,0.097912,0.10077,0,0.088932,0,0.146598,0.087506,0,0.173146
MIR550A2,0.073729,0.069373,0.064122,0.069567,0.067257,0.321995,0.117423,0.063117,0.427503
NAALADL2,83.306618,71.393021,70.904243,72.86824,94.47551,95.935669,106.884613,75.57489,72.744186
JSRP1,0,0,0,0,0,0,0.049759,0,0
MEX3C,0,0,0,0,0,0,0,0,0
KCTD20,0,0,0,0.048227,0,0,0,0,0
FIGN,0.054399,0,0,0.006602,0,0,0,0,0.013745
INTS1,0,0,0.006728,0,0,0,0,0,0
COBL,7.509459,6.581788,10.112932,9.534274,10.035451,11.566809,12.825466,13.947203,15.030907
XIAP,14.325261,17.545435,12.036738,14.25631,18.207054,18.912737,15.457453,16.630087,18.93158
SERINC4,6.331889,7.853372,7.794905,6.334889,7.566214,6.56844,5.655982,5.621519,6.413069
KCNN3,0.01219,0.025608,0.039953,0.00522,0,0,0.022586,0.0223,0
SLC25A46,0.861459,0.931899,1.047342,1.104108,1.321172,1.38165,1.380637,1.567175,1.2605
ZNF91,0,0,0,0,0,0,0,0,0
GNA13,0,0,0,0,0,0.000001,0,0,0
CBFA2T3,34.032078,25.934031,23.249441,16.357815,21.283062,18.060469,18.823864,15.139255,17.605661
PAK4,0.027045,0,0.04561,0,0.064302,0,0.044529,0.082653,0
EMX2OS,12.003182,10.254271,10.079686,11.412146,11.352988,11.046314,8.358395,8.16136,9.603726
MCMBP,0.070948,0.040948,0.051715,0.004099,0.024235,0.119484,0.053741,0.050618,0.10235
FREM2,19.338667,19.310087,20.032045,24.876186,28.035013,26.970949,27.080961,26.714493,28.058149
AAED1,5.899615,6.95337,5.819564,5.40092,7.129609,6.596953,6.257016,5.605529,6.47705
FAM69B,49.655254,52.411472,52.667461,38.696331,50.524677,48.276936,48.379608,45.662601,46.511265
VDAC3,0.01432,0.009972,0.064982,0.00839,0,0.050675,0.075726,0.053074,0.033026
RBM4B,0.085853,0.119395,0.126748,0.057676,0.103755,0.102126,0.146691,0.097282,0.10643
TIMM22,28.735117,28.56341,28.121386,31.09886,33.236046,33.972851,37.268757,36.816055,38.569061
TPI1,0,0,0,0,0,0,0,0,0
HELZ,0,0,0.003765,0,0,0.007139,0.009557,0.004327,0.004453
ASB2,0,0,0,0,0,0,0,0,0
SPZ1,0,0,0,0,0,0,0,0,0
HTR1B,0.641807,0.81722,0.760779,0.809071,0.768686,0.90098,1.009144,1.219346,1.21612
UGT3A2,0.33715,0.379935,0.209524,0.236973,0.216712,0.222715,0.12918,0.209367,0.300854
UVRAG,0.852386,0.456588,0.735761,0.918691,0.534566,1.156482,0.384139,0.967782,0.937606
NDUFS7,0,0,0.004724,0,0,0,0,0,0
NOL12,0.023659,0,0.001467,0,0.313364,0.003189,0,0,0.009064
UPB1,1.885189,1.040864,0.758499,1.616616,2.404002,1.247513,1.566454,1.003143,1.127818
RAD51B,0,0,0,0,0,0,0,0,0
FBP2,0,0,0,0,0,0,0,0,0
PODXL2,0.161503,0.225044,0.273172,0.161563,0.235009,0.168473,0.169953,0.192314,0.116335
WNT5B,0,0,0,0,0,0,0,0,0
SNHG11,0.066435,0.047997,0,0.015257,0.079308,0,0,0.015596,0
RECK,2.536342,2.664204,2.167659,2.190719,2.203497,2.266827,2.369972,2.356556,2.573642
LINC00908,0,0,0,0,0,0,0,0,0
AIG1,16.674456,16.686741,16.489405,13.235932,17.145786,15.990027,20.526667,18.354511,19.88591
C19orf66,0,0,0,0,0,0,0,0,0
KRTAP10-5,0,0,0,0,0,0,0,0,0
RAPGEF5,0,0,0,0,0,0,0,0,0
CHDH,0,0,0,0,0,0,0,0,0
ZNF577,0.335994,0.179872,0.369969,0.299762,0.305826,0.310088,0.56156,0.637769,0.390775
PRSS16,5.477064,5.27718,5.744371,3.891617,3.649165,4.568973,4.97496,4.328961,4.016744
CDHR3,2.54238,2.195287,3.633117,1.816657,2.517813,2.670441,2.589223,2.975167,3.115878
ZKSCAN1,75.606995,81.644051,81.445473,67.445396,81.950684,79.677063,88.708405,89.847931,86.874336
QSOX1,0.790852,0.976242,0.90611,1.674324,1.744502,1.258959,0.589946,0.67568,0.444083
PSMD13,0,0,0,0,0,0,0,0,0
FAM98B,20.008017,22.773579,21.498302,20.775576,25.707733,22.783899,27.353642,27.125998,28.682789
AVIL,0.005871,0.021574,0.02278,0.018869,0.013791,0.019484,0.012285,0,0.008741
FNDC11,0.019543,0,0,0,0,0.134854,0,0,0
ETV7,0,0,0,0,0,0,0,0,0
STXBP2,6.348699,5.537817,5.540902,5.841963,5.885168,6.044173,5.253115,5.008492,5.925826
GRID1,0,0,0,0,0,0,0,0,0
LOC283440,0,0,0,0,0,0,0,0,0
SENP2,1.7005,2.591667,2.170087,3.504393,5.227782,1.325274,2.439303,1.635716,2.240624
